source_id,substrate_mc,substrate_ts,substrate_vs,substrate_fs,inoculum_mc,inoculum_ts,inoculum_vs,inoculum_fs,scod,tcod,scod_tcod_ratio,trs,lignin,hmf,fm_ratio,h2_yield
EXP_002,5.57335427,94.42664573,87.47518797,12.52481203,92.21029071,7.78970929,86.3511978,13.6488022,6431.666928,12188.05042,0.527702685,7.112829878,23.04773268,733.8442485,0.5,21.01611475
EXP_010,5.819950362,94.18004964,83.39312669,16.60687331,91.16906437,8.830935631,90.77539464,9.22460536,8834.114554,20000.17594,0.441701842,9.427048114,19.22417714,724.3635417,0.5,23.59999303
EXP_005,5.985657548,94.01434245,78.21498149,21.78501851,93.90080222,6.099197775,84.71865039,15.28134961,5804.00166,11071.81231,0.524214238,23.01192016,20.52581631,1.047803821,0.5,18.48786734
EXP_006,6.0399678,93.9600322,76.37490143,23.62509857,89.56436734,10.43563266,89.18878171,10.81121829,6342.990273,14421.39935,0.439831817,17.8003004,17.50357479,17.51151231,0.5,21.87573934
EXP_005,5.915914207,94.08408579,78.86634904,21.13365096,94.00031187,5.99968813,84.90407207,15.09592793,5827.761581,10916.42536,0.533852556,24.01714412,20.05468281,0,0.5,18.94765106
EXP_003,5.559701208,94.44029879,88.37374401,11.62625599,95.22581361,4.774186387,87.00897808,12.99102192,5904.968873,8706.955837,0.678189827,6.232013181,22.98274143,382.0215661,0.5,27.49998664
EXP_011,6.130757486,93.86924251,79.47708391,20.52291609,88.92597376,11.07402624,87.62405862,12.37594138,6107.662905,13419.28341,0.455140764,6.895826062,27.30283585,432.0712613,0.5,21.14406801
EXP_009,5.961805587,94.03819441,82.48174712,17.51825288,87.61081918,12.38918082,93.55751611,6.442483887,6610.949839,12154.19786,0.543923171,6.531918621,18.67043206,1146.84449,0.5,0.536811538
EXP_008,5.081027402,94.9189726,83.99433304,16.00566696,92.32236759,7.677632408,90.37178615,9.628213846,7898.726518,13866.50105,0.569626504,0,18.9091952,59.17600102,0.5,19.50607799
EXP_005,5.954558471,94.04544153,78.39514582,21.60485418,93.85836772,6.141632283,84.86440388,15.13559612,5867.225689,10881.4106,0.53919716,22.26988413,19.97685061,0,0.5,19.54667277
EXP_010,5.851267391,94.14873261,84.48789641,15.51210359,91.09772544,8.902274563,90.76510242,9.234897584,8779.207122,20244.49009,0.433659089,7.559650589,19.55338882,699.2474272,0.5,24.19123612
EXP_006,6.025569331,93.97443067,76.63557699,23.36442301,89.44291775,10.55708225,88.69142073,11.30857927,6279.756323,15110.68699,0.415583774,17.11827611,17.94569868,1.767908648,0.5,22.94637359
EXP_005,5.887744333,94.11225567,78.43338768,21.56661232,93.64862981,6.351370193,84.87768639,15.12231361,5965.44105,11304.61612,0.527699569,21.776937,20.53654325,0,0.5,19.82921619
EXP_005,5.930046608,94.06995339,78.59876239,21.40123761,94.1527897,5.847210303,84.47609999,15.52390001,5977.695172,11203.21393,0.533569671,21.7542108,19.8464956,0,0.5,19.04192461
EXP_003,5.613330173,94.38666983,88.56842516,11.43157484,95.16722311,4.83277689,87.12808273,12.87191727,5967.57204,8499.31671,0.70212374,6.008327679,23.09511092,415.6227102,0.5,27.38311202
EXP_002,5.637117638,94.36288236,86.54211994,13.45788006,92.50580084,7.494199161,86.6268238,13.3731762,6301.386976,11838.81031,0.53226522,6.730630766,23.26002264,671.10866,0.5,20.23160106
EXP_007,6.256473545,93.74352645,84.41064674,15.58935326,87.54702711,12.45297289,91.65522459,8.344775411,11012.02469,15894.09913,0.692837298,0,16.97350849,673.2531162,0.5,14.24802921
EXP_010,5.88153757,94.11846243,83.87241932,16.12758068,90.77189411,9.228105893,90.5857987,9.414201301,9025.738123,20095.14209,0.449150251,7.0354016,19.74792968,643.6363965,0.5,22.58274428
EXP_001,5.232373321,94.76762668,88.9738135,11.0261865,90.11239887,9.887601133,90.20413947,9.795860534,6106.572337,11519.49533,0.530107627,0.695469796,25.67000125,0,0.5,22.58484482
EXP_010,5.846955597,94.1530444,84.25183032,15.74816968,91.21364772,8.786352282,90.63732912,9.362670876,8878.976731,20570.64474,0.431633371,7.406986443,19.7355776,700.457946,0.5,24.26809263
EXP_010,5.900055858,94.09994414,83.69146143,16.30853857,91.02127473,8.978725273,90.65265227,9.347347734,8861.946967,20411.14729,0.434171918,8.248944215,19.92727016,703.2254559,0.5,24.2674675
EXP_004,5.314531363,94.68546864,77.97379359,22.02620641,94.32618253,5.67381747,92.46849483,7.531505165,5570.973154,8743.242615,0.637174719,22.30208258,28.43506328,201.3992513,0.5,23.9883345
EXP_007,6.197522638,93.80247736,84.55332614,15.44667386,87.47298662,12.52701338,91.42662936,8.573370636,10860.87744,16176.38665,0.67140318,0.711323833,15.83629126,629.5637356,0.5,14.17919075
EXP_002,5.610282917,94.38971708,86.28307693,13.71692307,92.71928601,7.280713991,86.40850522,13.59149478,6441.93246,12166.48041,0.529482007,7.308538364,23.32930665,662.1276041,0.5,20.18745335
EXP_009,6.024717594,93.97528241,82.22937273,17.77062727,87.3633028,12.6366972,93.14415604,6.855843959,6381.838945,12190.4202,0.52351263,6.595622275,19.03625597,1145.141913,0.5,0.266365
EXP_008,4.993594443,95.00640556,84.65512498,15.34487502,91.59674207,8.403257928,90.07566431,9.924335693,7809.868967,14220.70751,0.549189902,0.394824868,19.64026106,54.71699485,0.5,20.03755826
EXP_004,5.306995247,94.69300475,78.49382513,21.50617487,95.11347697,4.886523025,92.13591539,7.86408461,5936.884553,8958.301626,0.662724342,22.29607351,28.74411876,235.5858963,0.5,24.08713314
EXP_001,5.195185384,94.80481462,89.5915403,10.4084597,90.25904718,9.740952824,90.44066743,9.559332572,5843.612578,11133.40815,0.524871854,2.153435443,25.8907595,32.88510806,0.5,22.76573638
EXP_011,6.278710061,93.72128994,79.96274175,20.03725825,88.64470789,11.35529211,87.67112163,12.32887837,6168.891679,13518.35398,0.456334528,7.386662239,27.08467637,464.0746035,0.5,21.10458175
EXP_005,5.944401706,94.05559829,78.35132228,21.64867772,93.69887548,6.30112452,84.49091204,15.50908796,6024.855931,11256.41068,0.53523775,22.4440709,20.36299982,73.78975339,0.5,19.3600181
EXP_010,5.878644638,94.12135536,83.06486223,16.93513777,91.13640573,8.863594271,90.32520538,9.674794621,8807.252073,20140.80318,0.437284054,8.804874959,19.97790795,694.5543913,0.5,24.3241093
EXP_008,5.052381528,94.94761847,84.93257711,15.06742289,91.87162078,8.128379223,90.38634945,9.613650552,7988.545994,13990.26209,0.571007601,0,20.03313028,84.45848316,0.5,18.8882134
EXP_009,5.967889134,94.03211087,82.50125286,17.49874714,87.66080049,12.33919951,93.53918723,6.460812771,6519.673867,12213.03576,0.533829098,5.711500983,18.79981709,1164.625842,0.5,0.133836894
EXP_009,5.948494379,94.05150562,82.4165471,17.5834529,87.5284255,12.4715745,93.17062073,6.829379274,6438.214706,12558.63564,0.5126524,5.701554182,18.69358785,1167.162356,0.5,0
EXP_003,5.59498357,94.40501643,88.5979983,11.4020017,95.17344307,4.826556931,87.53559011,12.46440989,6036.325967,8888.702713,0.679100895,6.488045223,22.52657875,433.8193275,0.5,25.8589516
EXP_005,5.955142628,94.04485737,78.00886089,21.99113911,93.81178313,6.188216869,84.84420709,15.15579291,5802.57407,11243.27717,0.516092771,23.21977269,20.72055555,5.778201342,0.5,18.48904542
EXP_006,5.957583621,94.04241638,77.28176761,22.71823239,89.47178374,10.52821626,89.00936649,10.99063351,6198.982338,15092.8579,0.410722898,15.91889142,18.3231679,14.25086542,0.5,22.20928979
EXP_006,6.031340395,93.96865961,76.25959588,23.74040412,89.73838719,10.26161281,88.62835388,11.37164612,6248.251814,14699.80451,0.425056796,17.77579122,18.33316952,0,0.5,23.23570445
EXP_001,5.191963738,94.80803626,89.47801457,10.52198543,89.92099308,10.07900692,90.30768334,9.692316657,5879.54003,11267.48391,0.521814815,0.679778787,26.40489375,52.25339184,0.5,22.15266891
EXP_007,6.26842493,93.73157507,84.40891756,15.59108244,87.16574148,12.83425852,91.50937721,8.49062279,11039.6084,15425.40826,0.715676903,0,16.77271572,706.1019153,0.5,14.8801276
EXP_002,5.55984817,94.44015183,86.90963895,13.09036105,92.46420511,7.535794885,86.58198915,13.41801085,6254.247271,12146.83457,0.514887005,6.667957922,22.79846008,725.5792239,0.5,21.75282173
EXP_009,5.953668408,94.04633159,82.83220132,17.16779868,87.54787415,12.45212585,93.0383265,6.961673503,6490.956268,12084.822,0.537116415,5.693496688,18.83809351,1154.419494,0.5,0.23237355
EXP_008,4.943542685,95.05645732,84.6301523,15.3698477,92.09489357,7.905106428,90.44733211,9.552667892,7939.331957,14034.4685,0.565702361,0,19.181964,93.39143532,0.5,19.2299246
EXP_011,6.2023406,93.7976594,79.83924938,20.16075062,88.74905544,11.25094456,87.66422231,12.33577769,6235.870201,13496.45798,0.462037537,7.21174489,27.10490366,439.7507304,0.5,20.78908369
EXP_009,5.988291026,94.01170897,82.3916018,17.6083982,87.33998804,12.66001196,93.17752099,6.822479015,6155.960049,12556.61342,0.490256396,6.340905082,18.77277972,1137.594392,0.5,0.000378537
EXP_005,5.934000092,94.06599991,78.37385491,21.62614509,93.95200082,6.047999177,84.85530122,15.14469878,5872.659476,10886.95223,0.53942181,22.88403096,20.04449743,28.25446139,0.5,19.28602067
EXP_011,6.221517766,93.77848223,80.01967764,19.98032236,88.65004926,11.34995074,87.53382829,12.46617171,6274.380378,13383.0578,0.468830104,6.508704776,26.78971593,509.9909753,0.5,20.82904274
EXP_005,5.934671023,94.06532898,78.32850033,21.67149967,93.67360537,6.326394633,84.63314116,15.36685884,6002.792164,11634.27758,0.515957447,22.1743124,20.73323829,0,0.5,20.21662204
EXP_004,5.266808758,94.73319124,78.02675612,21.97324388,94.63187715,5.368122845,92.66852753,7.331472467,5445.161354,9445.726612,0.576468236,22.14025398,29.00443744,174.9347133,0.5,24.8101451
EXP_010,5.836237585,94.16376241,83.5233832,16.4766168,91.34134517,8.658654826,90.87117914,9.128820865,9063.698523,20456.70677,0.443067334,9.075441731,19.71874974,765.3846434,0.5,23.26286793
EXP_005,5.963662963,94.03633704,78.59981733,21.40018267,93.40104906,6.598950944,84.60956628,15.39043372,6017.999615,11287.74916,0.533144343,20.36068816,20.46941725,2.869452141,0.5,19.17946862
EXP_001,5.232183841,94.76781616,89.35620394,10.64379606,90.21916299,9.780837012,90.2298605,9.770139495,5892.116161,11238.66953,0.524271681,0.818981277,25.56885956,96.90260741,0.5,21.95314989
EXP_006,6.022889783,93.97711022,76.05034238,23.94965762,89.14325115,10.85674885,88.75340091,11.24659909,6331.049871,15186.84363,0.416877267,16.86359579,18.27711962,17.42621095,0.5,22.65453758
EXP_009,5.998630879,94.00136912,82.06055365,17.93944635,87.38635983,12.61364017,92.96020086,7.039799141,6310.758297,12358.91404,0.510624014,5.195508206,19.11646273,1152.698389,0.5,0.65738569
EXP_003,5.619923084,94.38007692,88.05966899,11.94033101,95.02528772,4.974712283,87.47798604,12.52201396,5709.321017,9045.738919,0.631161375,5.572360389,23.04232403,416.0836204,0.5,28.00390866
EXP_006,6.07812745,93.92187255,76.46414096,23.53585904,89.05459116,10.94540884,88.55067853,11.44932147,6247.200165,14835.45893,0.421099219,16.778182,18.40179325,39.35663157,0.5,22.0421901
EXP_002,5.637084378,94.36291562,86.75616806,13.24383194,92.41497302,7.585026977,86.59543413,13.40456587,6634.588219,11955.03691,0.554961751,6.393187941,23.44798716,729.9639987,0.5,20.16091335
EXP_008,4.989719881,95.01028012,84.50360392,15.49639608,91.90699264,8.093007359,90.35671171,9.643288288,8013.849635,14042.67877,0.570678128,0.041837762,19.54141991,37.02761264,0.5,20.00848812
EXP_006,5.984774416,94.01522558,76.33908387,23.66091613,89.05149441,10.94850559,88.8653939,11.1346061,6247.379145,15064.03299,0.414721552,17.26764383,18.12035426,0.753799486,0.5,21.91765542
EXP_004,5.225443297,94.7745567,78.90569772,21.09430228,94.88337724,5.116622763,92.41639894,7.583601056,5860.902799,9128.369287,0.642053648,22.0066725,29.39361317,216.6275809,0.5,24.13893247
EXP_003,5.568339245,94.43166075,88.53864215,11.46135785,95.43343196,4.566568045,87.38254988,12.61745012,5904.251721,8749.407684,0.674817306,5.445894689,22.84898078,421.3282839,0.5,26.21131052
EXP_007,6.200246037,93.79975396,84.93978634,15.06021366,87.84547078,12.15452922,91.40575969,8.594240307,10834.43729,15650.74229,0.692263478,0,16.79365701,630.9226698,0.5,13.00228014
EXP_008,4.997633857,95.00236614,84.58499081,15.41500919,92.06840274,7.931597258,90.56133752,9.438662476,7884.843542,14422.44866,0.5467063,0,19.62079708,97.9734478,0.5,19.74087175
EXP_011,6.241191083,93.75880892,79.59818661,20.40181339,88.67005995,11.32994005,87.61390498,12.38609502,6103.312033,14047.21305,0.434485617,5.660602,27.03737674,498.5528429,0.5,21.04512375
EXP_005,5.941712065,94.05828793,78.12879094,21.87120906,94.07009403,5.929905969,84.50515196,15.49484804,6041.948113,11316.33064,0.533914067,22.49953009,19.97472418,0,0.5,20.38108822
EXP_002,5.614372438,94.38562756,86.83505829,13.16494171,92.69746377,7.302536232,86.36418076,13.63581924,6370.039263,11655.75835,0.546514355,6.527318186,23.09818103,695.820435,0.5,20.40315755
EXP_010,5.90013517,94.09986483,83.47621016,16.52378984,91.14759242,8.852407578,90.94125246,9.058747544,8966.0163,19998.96711,0.448323969,8.798685958,19.63445707,664.3365679,0.5,23.48839152
EXP_007,6.254753064,93.74524694,84.77138543,15.22861457,87.31435073,12.68564927,91.93352188,8.066478122,11015.55591,16132.37199,0.682823079,0.403570137,16.20922363,618.9366045,0.5,14.36156668
EXP_008,4.994655508,95.00534449,84.31932727,15.68067273,92.03397745,7.966022551,90.561258,9.438742001,7395.237996,14348.69381,0.515394509,0.759326438,19.28412438,71.58124211,0.5,18.46741292
EXP_002,5.61814255,94.38185745,87.28580946,12.71419054,92.42599847,7.574001525,86.14900765,13.85099235,6423.562595,11684.64504,0.549743922,6.163898853,23.29412776,690.4262051,0.5,19.70359806
EXP_004,5.278359533,94.72164047,78.89129674,21.10870326,94.3047461,5.695253898,92.43344794,7.566552063,5884.580721,8967.673119,0.656199289,21.91898488,29.31004435,160.5283851,0.5,24.5854811
EXP_009,5.986292727,94.01370727,81.76344106,18.23655894,87.51251707,12.48748293,93.38941004,6.610589957,6458.735136,12450.94288,0.518734621,5.093693986,19.07519037,1124.017529,0.5,0
EXP_010,5.821521541,94.17847846,83.80865373,16.19134627,91.39646356,8.603536442,90.80302066,9.196979336,8886.487965,20424.79282,0.435083383,7.522359026,18.96853442,668.6120863,0.5,24.74053684
EXP_005,5.937724248,94.06227575,78.33425934,21.66574066,93.91977392,6.080226077,84.93551317,15.06448683,6216.296164,11110.66275,0.559489231,23.01256649,20.4326551,13.56488186,0.5,18.51883524
EXP_009,5.988772083,94.01122792,82.42760748,17.57239252,87.73182074,12.26817926,93.28659659,6.713403409,6441.012291,11993.40381,0.537046229,6.865322069,18.72362131,1086.706632,0.5,0
EXP_010,5.839881226,94.16011877,83.7955442,16.2044558,90.93995197,9.060048032,90.63473135,9.365268654,8957.647829,20361.5131,0.439930362,7.234907275,19.93317551,670.2058886,0.5,23.93653155
EXP_005,5.946355322,94.05364468,77.90941495,22.09058505,93.76400776,6.235992239,84.64172141,15.35827859,6137.57451,11492.4501,0.534052744,21.90259607,20.22553319,0,0.5,20.19971096
EXP_010,5.821297407,94.17870259,83.36526313,16.63473687,90.98327674,9.016723259,90.24980686,9.750193136,8947.75868,20178.52599,0.443429747,7.930552047,19.72910977,712.8505876,0.5,24.59690759
EXP_004,5.304731043,94.69526896,78.65013278,21.34986722,94.52180833,5.478191666,92.40161587,7.59838413,5681.718228,9105.363557,0.623996856,22.54003471,28.87769301,135.6123054,0.5,24.58936085
EXP_003,5.651777193,94.34822281,88.6142877,11.3857123,94.90949363,5.09050637,87.29923056,12.70076944,5478.836115,8776.630953,0.624252762,4.597953314,22.99291381,426.1358159,0.5,27.33646885
EXP_008,4.991546564,95.00845344,83.95748649,16.04251351,92.26658439,7.733415607,90.52756881,9.472431188,7737.156359,13780.09671,0.561473299,0,19.91483853,116.7525807,0.5,19.45831216
EXP_008,5.012167236,94.98783276,84.83906002,15.16093998,92.28974501,7.710254988,90.12796945,9.872030553,7900.227401,14266.87355,0.553746227,0.317747843,19.48378728,117.7634031,0.5,20.4378084
EXP_002,5.55932387,94.44067613,87.63967755,12.36032245,92.113524,7.886475995,86.53600633,13.46399367,6353.492167,12100.75,0.525049453,5.555151689,23.55303471,635.657691,0.5,19.79947438
EXP_010,5.831289346,94.16871065,83.74730153,16.25269847,91.11142889,8.888571114,91.08321537,8.916784627,9005.526642,20327.49721,0.44302191,7.6900463,20.08701484,709.2552935,0.5,23.58838445
EXP_003,5.600165264,94.39983474,88.44947666,11.55052334,95.10100633,4.898993671,87.27654177,12.72345823,5819.589626,9290.55414,0.626398548,5.84519112,23.21078965,395.709749,0.5,26.88290648
EXP_009,5.944108571,94.05589143,82.06787972,17.93212028,87.48422049,12.51577951,93.19699743,6.803002569,6569.65671,12125.73804,0.541794379,6.169750639,18.33541974,1109.793801,0.5,0
EXP_001,5.233915606,94.76608439,89.17889312,10.82110688,90.21052028,9.789479716,90.17515533,9.824844666,5961.115741,11356.47163,0.524909139,1.348030607,25.77286137,39.16757348,0.5,22.54939898
EXP_009,6.04686281,93.95313719,81.75179591,18.24820409,87.62718458,12.37281542,93.63853264,6.361467356,6461.591556,12441.06311,0.519376158,5.662638474,18.75530096,1181.974138,0.5,0.058265476
EXP_009,5.940610873,94.05938913,81.50266388,18.49733612,87.42806719,12.57193281,92.99415663,7.005843375,6466.632293,12253.27698,0.527747174,6.44809281,19.12617331,1163.235235,0.5,0.616425241
EXP_009,5.951964525,94.04803547,82.63466614,17.36533386,87.71800553,12.28199447,93.25284762,6.74715238,6597.782427,12603.61769,0.523483224,6.085087273,18.59267488,1124.04236,0.5,0
EXP_008,5.007882024,94.99211798,84.38079116,15.61920884,92.0575815,7.942418499,90.24138657,9.758613427,7575.211477,13951.27568,0.542976259,0,19.11551082,88.89636244,0.5,19.70223389
EXP_006,6.063934782,93.93606522,76.43312704,23.56687296,89.64633342,10.35366658,88.79466018,11.20533982,6139.621079,14741.93869,0.416473112,16.88448066,18.81454848,0,0.5,22.6028796
EXP_008,4.959078995,95.04092101,84.24254224,15.75745776,91.808,8.191999999,90.39954353,9.600456467,7911.761698,14017.10082,0.564436384,0.248661416,19.18758868,45.43543442,0.5,19.28890855
EXP_004,5.268336897,94.7316631,78.15443994,21.84556006,95.17149115,4.828508849,92.61409264,7.38590736,6003.616659,9044.288557,0.663801981,23.27506745,29.27217529,164.7906123,0.5,23.81385895
EXP_009,6.040970996,93.959029,82.25013443,17.74986557,87.51261847,12.48738153,93.58975161,6.410248386,6431.620849,12643.01995,0.508709222,6.410292705,18.9374214,1147.694662,0.5,0.272845582
EXP_007,6.174704626,93.82529537,84.73875095,15.26124905,87.67573186,12.32426814,91.67449394,8.325506057,10961.44668,16102.21773,0.680741427,0.808198968,16.53724001,639.5839001,0.5,14.49315651
EXP_006,5.967114086,94.03288591,76.72016423,23.27983577,89.1587424,10.8412576,88.83059234,11.16940766,6299.723309,15119.89935,0.416651141,16.46374015,18.17583385,7.042887366,0.5,22.07575273
EXP_006,5.995819067,94.00418093,76.74584348,23.25415652,89.33030662,10.66969338,89.43561163,10.56438837,6314.420557,15083.27673,0.418637188,16.5198262,17.77884779,6.051784534,0.5,22.26239065
EXP_007,6.21257244,93.78742756,85.10049299,14.89950701,87.79037675,12.20962325,91.48984711,8.510152888,10952.62742,15951.06162,0.686639402,0,16.66565355,646.2979376,0.5,15.42703524
EXP_001,5.237203174,94.76279683,89.30216844,10.69783156,90.17266234,9.827337661,89.98957195,10.01042805,6043.506194,11313.78103,0.534172102,1.346827077,25.07784878,58.65076706,0.5,21.96521898
EXP_002,5.648089959,94.35191004,87.77334587,12.22665413,91.91199502,8.088004977,86.0257407,13.9742593,6555.492312,12075.09878,0.542893473,6.165831999,23.08503783,693.9414094,0.5,20.12854032
EXP_003,5.550580204,94.4494198,87.89234608,12.10765392,95.34678177,4.653218229,87.55437579,12.44562421,6049.000467,8813.386629,0.686342347,6.561540443,23.29239918,416.7137551,0.5,25.46804447
EXP_002,5.657254217,94.34274578,87.21108174,12.78891826,92.21122775,7.788772247,86.60416144,13.39583856,6497.811686,12439.35861,0.522359061,7.393259988,23.29032549,701.4657168,0.5,20.37564272
EXP_005,5.920665929,94.07933407,78.80007145,21.19992855,94.0882578,5.911742204,85.27981141,14.72018859,6005.813723,11548.97115,0.520030195,22.00162726,19.76162689,24.62592141,0.5,20.02777538
EXP_008,5.042664232,94.95733577,85.15547746,14.84452254,91.97081506,8.029184941,90.11700917,9.882990832,7792.877527,14164.53994,0.550168065,0.416444622,19.7590744,51.30542106,0.5,20.15089967
EXP_008,4.978990467,95.02100953,84.23037839,15.76962161,92.03471174,7.965288264,90.71746563,9.282534366,7873.417093,14098.40246,0.558461649,0.144652668,19.48775644,66.10926366,0.5,19.73223622
EXP_006,5.988688249,94.01131175,76.48243221,23.51756779,89.76750554,10.23249446,88.92478857,11.07521143,6184.764234,14977.1304,0.412947211,17.32713966,18.01866681,45.89527934,0.5,22.85970233
EXP_010,5.888115277,94.11188472,84.26770463,15.73229537,90.7039709,9.296029105,90.81997194,9.180028065,8924.978364,19872.1043,0.44912095,7.107598283,20.02595336,667.4878007,0.5,24.63053247
EXP_007,6.255540228,93.74445977,85.16497037,14.83502963,87.30314385,12.69685615,91.23255453,8.767445471,10860.66258,15943.79462,0.6811843,0,16.61716182,699.426378,0.5,15.15006052
EXP_001,5.225000869,94.77499913,89.28724395,10.71275605,90.0670811,9.932918898,90.41955544,9.580444558,6170.840969,11526.36429,0.535367512,1.40233531,25.05164533,2.631121747,0.5,22.78607497
EXP_009,5.923571837,94.07642816,82.23503457,17.76496543,87.59066988,12.40933012,93.37584262,6.624157377,6249.821377,12459.65933,0.501604515,6.304718854,19.48391688,1135.065024,0.5,0.902898469
EXP_007,6.248011594,93.75198841,84.85782808,15.14217192,87.22931173,12.77068827,91.57179554,8.428204456,10943.08471,16122.08077,0.678763794,0,16.66453708,617.305781,0.5,14.41240903
EXP_007,6.195374824,93.80462518,85.0892558,14.9107442,87.15567032,12.84432968,91.71602658,8.283973424,11012.85443,16239.54843,0.678150287,0,16.64428188,710.8499283,0.5,13.74680553
EXP_007,6.237876258,93.76212374,84.90308835,15.09691165,87.69991592,12.30008408,91.4185899,8.581410102,11262.24143,15820.03801,0.711897242,0,16.54198479,630.6256361,0.5,14.89170634
EXP_007,6.182338131,93.81766187,84.97533693,15.02466307,87.38829836,12.61170164,91.45782096,8.542179043,10944.32661,15822.39843,0.691698332,0,17.04287493,630.7004231,0.5,14.95889813
EXP_001,5.224941373,94.77505863,89.24706753,10.75293247,90.02433057,9.975669433,90.01227942,9.987720577,5912.276199,11877.2268,0.497782546,1.481458315,25.25413583,31.4983487,0.5,23.12290836
EXP_007,6.202997765,93.79700223,84.75648828,15.24351172,87.11443818,12.88556182,91.18933922,8.810660781,10927.44954,16200.45737,0.674514879,1.11268539,16.18177883,648.4798246,0.5,15.24687336
EXP_009,5.93706168,94.06293832,82.49325271,17.50674729,87.26169833,12.73830167,93.39170788,6.608292123,6618.500465,12298.39846,0.53815954,6.278179202,18.68553455,1135.569477,0.5,1.118846177
EXP_004,5.283896312,94.71610369,79.6435966,20.3564034,94.69834716,5.301652838,92.58125595,7.418744054,5429.573709,8972.124796,0.605160297,22.2129099,29.32926725,185.3887765,0.5,24.57647961
EXP_007,6.238089451,93.76191055,84.37804803,15.62195197,87.72321177,12.27678823,91.43211662,8.567883377,10867.92507,15973.29409,0.680380954,0,16.93295782,540.4277605,0.5,14.64158956
EXP_001,5.189446109,94.81055389,89.33158221,10.66841779,89.94154903,10.05845097,90.18342107,9.81657893,6359.749757,11508.20936,0.552627221,2.156570984,25.33941381,44.25387788,0.5,21.42349267
EXP_004,5.308580616,94.69141938,78.3782086,21.6217914,95.06200167,4.937998326,92.27400891,7.725991088,5877.827614,9122.898926,0.644293844,21.77704185,29.34395533,189.8807977,0.5,24.3971871
